Id,SalePrice
511,144804.45094069012
46,114015.71862608689
1348,85683.66548809333
2465,74852.12888268816
387,97027.71687236107
873,97118.3613524469
1918,74896.4986206615
2764,140878.19353442447
2184,80825.6203204659
934,53867.73774125805
1920,70153.6531524966
2631,64184.25360102397
1768,412591.2148982819
2040,59016.271429825094
1749,122899.51884347829
834,101576.05261811057
1457,109181.93066019366
79,75563.33713472752
2302,129529.51018543994
1817,95760.28176310631
2755,107874.57080873985
359,108732.39561909917
2059,67292.41170513512
2092,143782.88453807583
2516,95643.47337450359
150,66436.29146837645
1656,88257.81837752619
83,62704.03007162441
2411,82644.83637103115
2312,130960.9003013666
1624,102953.0343680349
2215,151411.12204241607
1211,82703.22388934657
1485,76220.92126568282
1024,78125.35314417351
570,95131.98378910573
2874,63593.88242839689
700,73230.55660376683
2756,94055.38829943439
2022,109186.34037022525
583,140304.70491898106
2392,212724.80798712125
2424,75768.28414875892
736,84526.36547582674
1610,138305.96926558326
890,71775.89557506712
467,160007.3328905975
578,100647.43783535776
1747,177649.0830168526
1149,88875.80761189171
2758,109218.4782673432
857,71701.59878529134
2219,123613.17378276367
733,58117.62350400926
2909,51187.8165397056
1798,113313.80322172595
235,82600.00384852564
2366,61034.577706598015
1027,63866.33836235788
1195,73194.82121423888
1303,34326.19626764675
148,118019.3801102025
608,102742.04665529715
2515,94052.03370032005
821,141203.9428531599
2500,132701.0233740078
745,48311.1800619593
741,86738.35948047334
1611,52509.14093059296
2532,57699.18079363388
1081,100193.55322990693
1692,194032.56547714624
2520,92551.04266560657
1992,77738.17077906198
418,57682.16228753941
1733,102602.98327302875
2359,78339.09581578859
253,97817.51393665568
1518,97027.24341735606
2035,89765.76899718728
1540,135596.29803396857
2120,118325.18247353114
1674,80483.22472669095
256,87291.21147698104
2361,44383.53752912894
978,47546.91832218365
2280,128277.89718551553
2095,137511.33813448812
1709,164750.5373218748
2801,131902.0600436166
1246,55566.47564349809
2373,48441.630269503825
1055,121844.67327134688
2017,80116.91537630543
1099,119501.19508788192
835,192626.89253796425
1117,106998.69245044621
2085,74718.20981421949
410,55986.537259044635
2650,93929.18403256101
2867,90900.03225504453
1668,70174.72420415153
1161,53257.4707036637
2122,139454.65566709652
2539,64443.04921610967
1047,80100.32415875852
1445,63477.90099406912
569,99038.29965378178
1276,49351.32646479654
918,86260.11198590459
326,123989.97967158582
1936,66614.58197643621
895,51661.97318987699
257,74450.90222576725
1241,90892.58144445025
1545,63673.78455972892
1189,75330.30861977952
270,70653.82131239185
2066,93847.75008758693
693,74729.12849966726
1259,96595.11530266274
2916,116732.84832319588
2321,142611.1570644808
1977,54680.61472815074
1895,78580.01112734742
1240,66229.14296293486
85,87688.3190808806
1823,57605.212934249124
825,154882.93533884853
110,93227.90872656336
697,68118.1474181513
1231,61231.1291497961
1355,63420.39505905907
968,135824.58215518127
584,97711.5009756495
1606,136336.39783959184
206,106811.63767834629
1685,155315.4459479835
2016,93623.82450163766
869,94456.42512600009
2135,73516.99547552539
2346,95736.76787528978
2430,94419.80141456789
2198,57601.66224943749
2652,68458.28246118274
27,66168.42363697453
241,76094.3374726262
906,64586.79051003303
2098,211373.69199813914
1435,103106.39507597491
1274,80028.22149081832
1737,93792.82060326393
2797,142901.61615581403
58,91478.76846549958
830,109318.1690718565
680,82202.03883736907
1153,57059.6511345153
1291,78298.289308709
2161,92512.72378259993
1883,56699.58733560291
350,174317.13237117746
295,81880.7115718402
293,105407.12342097591
859,73572.37209093454
288,55198.40182399189
102,54414.71403094338
2831,63626.25938957242
1030,79571.12164842106
2551,73213.36893213406
1286,66797.07446050501
958,151045.81492842003
776,74513.77669007459
72,95401.49789641917
2263,112123.88212566783
1866,77420.4724163043
2876,37441.999824935825
2146,114417.88000492896
103,51134.567047831304
1500,69903.76457471318
492,95176.66001399461
167,80770.58373820037
2597,51429.50588443953
2685,49175.656258008254
1035,89780.01226361809
2602,72228.54028540954
2159,107855.22529427963
695,82824.16054723761
1109,109734.85267111189
640,94510.15689763642
1652,89348.34849375463
2090,127641.91770907077
1188,92129.68791472157
2345,116709.92780568253
1059,177271.84050349405
2751,186164.12327168588
128,92327.87293471643
1523,127948.48069439869
2925,137354.6663795273
2145,189575.51743123354
1121,85446.18980112024
566,83499.95629390834
565,111147.0054892405
1331,85978.08196392543
156,77246.22895446849
797,86004.01525939522
327,45311.35495692323
2859,79163.17994644448
1453,73151.07101605387
1762,166683.2509997836
1868,112989.66786891325
1760,96362.24204405598
1113,107601.90492355236
1812,169549.08386058014
117,67393.77759808564
1142,115285.29959995889
2342,155407.37406886695
927,71653.50483847853
2478,95125.98315426019
655,38076.29951094641
2064,73050.98576252523
369,118116.38931890466
2239,64567.42781109896
2732,111138.7251683369
1653,83800.8816981154
959,96853.53577640599
2395,119669.1070800356
271,193942.5051587341
1484,72733.47044297945
1497,71804.75966335656
2,57953.214924740794
1855,148591.85124657906
4,134868.94973052983
2292,146751.31143191233
134,70829.59639952808
646,56357.250082906365
42,104975.4090637988
532,98210.51177699232
2561,81830.4063958607
2360,69561.3569778606
1333,74057.30021523462
1407,236255.01008755065
2892,115257.1203396974
574,60651.1909458489
1227,94939.8769462131
2591,106058.71644347609
1476,98887.1727635659
1125,87983.82148029575
1446,81764.08381790847
408,49875.21912774356
1101,135147.4615861879
2251,142980.8053861525
373,85865.20086256822
2554,64352.11516730358
2382,112647.93291493812
1985,49891.86963153064
519,110175.94087550814
1093,95514.50201079529
864,123809.176739414
2889,130093.71796627641
2308,122362.75033889321
986,143400.0347061569
1302,80810.5263686989
585,83396.93813741989
2708,76950.21081629826
147,50846.36500709921
1441,104238.3551452791
383,90554.26672540286
285,84152.2162614644
181,54833.50498667367
358,165751.1078984369
780,85056.3653912185
258,95771.1534321777
1865,97330.29894722579
692,57650.82235131093
2902,135216.4227697319
508,117630.13714854607
2638,83362.3661527868
36,52758.214257022024
611,69330.26393933437
2281,115791.03803905612
1678,56180.003312974935
1696,226876.2991406853
1557,45370.44803217607
2180,77153.06724741474
1726,78509.6018477137
951,138410.75091982223
267,108424.20687203083
2706,73206.36438270003
2221,120183.82215003273
2901,162994.94565215442
347,107436.84155666891
2164,95412.19383827018
1586,153835.25498752022
360,87702.76204064852
1769,110514.1163351841
1879,79292.66554453898
991,120688.24781023567
1535,67019.7018114853
1191,54608.88557799996
1579,108979.93280911742
1882,58216.0782988235
1510,63444.113783438734
1845,58542.859496545636
2336,149686.89118989388
942,54009.653483583126
861,83725.0074099314
2555,49038.5373596981
1392,77810.30685998018
2099,137112.5470073065
1543,46096.74755870386
948,228982.32098703843
1239,96310.65447570132
22,95883.15503868266
2796,126585.24791128328
2747,99226.48735084131
92,156513.65040237067
210,83471.64933682205
1858,122274.2934430868
2228,91501.10149849644
447,102171.59065894748
827,130662.39534620618
1649,97546.13358567946
682,61871.96308339798
2698,54550.38434213214
494,92230.01016384157
2441,112709.15845969274
2679,51966.06039834118
1336,73011.77178225524
465,92467.13092350864
1524,87002.76906753951
2543,53395.530258855666
631,77852.03628407085
2452,147310.55952786995
228,82642.74139029137
1092,112366.10045111235
1122,74871.69323173948
932,114225.64310086248
1980,48362.163322405606
2171,59539.58285382741
551,83352.25537055366
2768,93525.76715946407
2056,58034.5305026312
1159,188108.956766453
2645,48194.38705746967
1174,59441.00266424565
2266,138692.02375011853
2462,157678.84370464302
1219,77099.52882537761
2922,170448.36683613615
118,61466.42232010715
474,76457.33125910809
2576,74595.13679940085
872,145024.86925423294
1077,76984.90256451338
1536,66827.49586413353
1150,57342.133757088086
2341,143056.55234886424
1931,81493.57512064656
2785,76035.0800555628
2538,67183.07481720815
597,109559.21314220644
464,89493.98900658697
233,119115.6984013445
2169,76334.40133123801
2123,87501.97692928035
1867,90409.46042325952
137,120140.51628717074
515,99770.54114312337
933,44024.42155844656
2784,98849.99874366898
972,121229.9202687269
599,73989.24574977616
2614,70125.44275907395
2582,62102.61266659434
1409,109282.69611101768
175,58982.576354830904
352,108023.33167293116
976,51932.64322527929
2134,93849.40162262727
2396,157120.6943535989
1673,67658.40745271958
404,56670.01994338099
607,90072.34417230978
814,87740.2001585729
2271,85141.5853949158
1633,105155.22066796492
337,144791.88996313635
2765,87862.0689278302
1746,127739.18061088808
368,143471.83915460185
2806,94135.57385717033
1662,97446.91558379342
1234,92531.70546084325
1373,58660.40494141561
1672,64859.94695160305
1939,54404.89950535474
